,ibuprofen,acetaminophen,lidocaine,esomeprazole,pregabalin,oxycodone,fluticasone propionate,valsartan,doxycycline,eszopiclone,sildenafil,abiraterone,tadalafil,aspirin,aripiprazole,budesonide,pradaxa,celecoxib,ezetimibe,vytorin,nicotine,duloxetine,benicar,methylphenidate,insulin lispro,adalimumab,paracetamol,liraglutide,pemetrexed,fenofibrate,rivaroxaban,everolimus,capecitabine,darunavir,triamcinolone,buprenorphine,divalproex sodium,ranibizumab,castor oil,melatonin,epoetin alfa,fentanyl,hydrocodone bitartrate,ustekinumab,lyrica,rituximab,filgrastim,diovan,lantus,insulin glargine,quetiapine,tamiflu,xeloda,isentress,raltegravir,janumet,cinacalcet,atazanavir,hydrocortisone cream,novolog,insulin aspart,warfarin,rosuvastatin,lantus solostar,humira,januvia,sitagliptin,xolair,omalizumab,xarelto,vaccines,imatinib,evista,adderall xr,memantine,aranesp,darbepoetin alfa,sensipar,xgeva,denosumab,stelara,oxycontin,abilify,vyvanse,prezista,raloxifene,seroquel xr,lisdexamfetamine,copaxone,dexlansoprazole,metoprolol,trastuzumab,palivizumab,infliximab,abatacept,gravol,reyataz,pepto bismol,levemir,insulin detemir,tiotropium bromide,lucentis,tylenol pm,enbrel,etanercept,renvela,oseltamivir,crestor,aciphex,ventolin hfa,lunesta,celebrex,solifenacin,mometasone,benadryl,nexplanon,viagra,synthroid,prevnar 13,pitocin,rebif,nexium,cymbalta,flovent hfa,humalog,dexilant,epogen,adderall,remicade,cialis,proair hfa,avonex,fingolimod,synagis,alimta,humalog kwikpen,namenda,bevacizumab,lipitor,heparin,afinitor,nasonex,victoza,avonex pen,zetia,dabigatran,orencia,suboxone,neupogen,zytiga,telaprevir,ritalin,gilenya,atripla,symbicort,avastin,truvada,pegfilgrastim,levothyroxine,herceptin,complera,stribild,rabeprazole,glatiramer,neulasta,insulin,lovaza,atorvastatin,vesicare,restasis,androgel
22298006.0,637,139,551,0,6,67,0,61,11,0,18,6,3,2417,7,7,0,86,117,0,68,25,0,12,16,7,162,2,84,536,793,76,22,16,76,11,0,0,0,16,0,7,0,0,0,82,4,36,32,22,8,1,4,0,22,0,1105,18,0,26,22,1268,2,0,0,4,68,0,6,290,159,86,0,0,254,186,1705,51,0,6,0,0,0,0,0,6,0,0,0,0,82,6,0,7,3,1,0,1,22,22,70,0,0,0,7,0,13,0,0,8,0,58,0,0,1,0,123,0,0,1,0,1,12,0,10,0,0,0,0,54,0,0,6,0,3,0,14,268,1,536,0,0,0,0,234,1400,0,0,32,0,48,0,0,0,0,18,0,0,18,6,0,0,1,0,0,1629,0,84,0,0,0
23502006.0,16,16,16,0,12,12,0,12,12,0,16,12,4,20,12,12,0,12,0,0,1,12,0,12,8,12,20,0,0,0,12,12,0,0,0,12,0,0,0,12,0,12,0,0,0,12,0,0,8,8,12,0,0,0,12,0,0,0,0,8,8,16,0,0,0,0,0,0,12,0,33,12,0,0,16,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,12,12,1,12,4,0,0,0,8,8,8,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,12,0,33,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,170,0,12,0,0,0
23919004.0,1,1,1,0,0,0,0,1,1,0,1,0,1,12,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0
24693007.0,40,26,24,0,18,27,0,18,29,0,24,18,6,45,18,19,0,18,0,0,47,21,0,19,12,18,39,0,0,0,18,18,0,0,0,19,0,0,0,30,0,18,0,0,0,18,0,0,12,12,18,0,0,0,18,0,0,0,0,12,12,24,0,0,0,0,0,0,18,0,24,18,0,0,24,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,19,18,0,18,6,0,0,0,12,12,12,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,18,0,0,0,0,18,0,39,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,1,0,0,288,0,18,0,0,0
24700007.0,18,16,16,0,12,12,0,12,12,0,16,12,4,47,12,12,0,12,0,0,56,14,0,12,8,12,20,0,0,0,12,12,0,0,88,12,0,0,0,12,0,12,0,0,0,12,0,0,8,8,12,0,0,0,12,0,0,0,0,8,8,48,0,0,0,0,0,0,12,0,57,12,0,0,16,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,12,12,0,12,4,0,0,0,8,8,8,0,0,0,12,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,12,0,121,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,331,0,12,9,0,0
25458004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
26889001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26929004.0,34,28,26,0,18,18,0,20,21,0,26,18,8,87,18,19,0,20,0,0,37,19,0,20,12,18,31,0,0,0,78,18,2,1,4,19,0,0,2,21,0,20,0,0,1,22,0,2,14,12,18,1,0,0,19,0,0,1,0,12,16,62,0,1,1,1,0,0,18,23,98,22,0,0,4083,6,55,0,0,18,1,0,1,0,0,18,0,0,1,0,21,18,0,20,6,0,0,0,12,12,12,0,0,3,20,0,25,1,0,0,0,3,0,0,2,0,3,0,0,2,0,1,1,0,12,0,2,0,3,2,0,1,18,0,1,0,231,18,2,41,0,1,0,0,0,18,0,0,2,0,3,2,0,1,0,0,1,0,18,12,0,0,1,0,1,585,0,20,0,0,0
29384001.0,56,19,1,0,0,4,0,1,5,0,1,0,1,227,0,0,0,5,0,0,12,0,0,2,0,0,1,0,0,0,187,0,0,0,1,4,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,455,0,0,0,0,119,0,0,0,0,0,0,0,70,54,0,0,0,246,24,220,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,5,0,0,1,0,21,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,1,198,0,0,0,0,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,1,0,0,0
30811009.0,0,4,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,62,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
31384009.0,1,5,1,0,0,0,0,1,5,0,1,0,1,13,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0
32398004.0,76,1137,1,0,0,8,5,1,15,0,1,0,1,266,0,2,0,1,0,0,7,2,0,3,0,0,11,5,0,0,127,3,0,0,1,6,0,0,0,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,325,0,0,0,0,147,0,0,0,0,0,0,0,48,69,0,0,0,246,36,330,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,33,0,0,1,1,0,76,0,0,0,0,1,0,0,11,0,9,0,0,1,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,14,114,1,192,0,1,0,0,0,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,140,0,1,0,0,0
32798002.0,34,329,1,1,0,0,0,1,2,0,1,0,1,99,3,0,0,1,0,0,13,1,0,1,0,0,0,0,0,0,120,0,0,1,3,0,0,0,0,5,0,1,0,0,0,4,0,1,0,0,0,0,0,0,1,0,130,1,0,0,0,37,0,0,0,0,0,0,0,44,20,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,1,0,0,0
32914008.0,8,8,8,0,6,6,0,6,6,0,8,6,2,11,6,6,0,6,0,0,10,6,0,6,4,6,10,0,0,0,6,6,0,0,0,6,0,0,0,6,0,6,0,0,0,6,0,0,4,4,6,0,0,0,6,0,0,0,0,4,4,8,0,0,0,0,0,0,6,0,2,6,0,0,8,0,0,0,0,6,2,0,0,0,0,6,0,0,0,0,6,6,0,6,2,0,0,0,4,4,4,0,0,0,6,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,6,2,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,85,0,6,0,0,0
34840004.0,84,39,2,0,8,0,0,2,2,0,2,0,2,123,0,0,0,2,0,0,10,0,0,2,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0
35489007.0,301,1557,10047,6,57,110,0,55,70,0,77,54,19,574,59,54,0,61,470,0,263,102,0,61,38,54,424,2,0,164,249,55,2,2,137,72,0,0,144,108,0,72,121,0,5,73,0,1,42,37,62,1,0,0,56,1,221,2,1,37,38,425,9,2,2,5,2,0,54,72,335,64,0,0,695,12,110,9,0,54,2,0,14,0,0,56,0,0,2,0,67,61,0,55,18,0,0,0,38,37,36,0,0,3,55,0,85,3,0,0,0,9,0,0,1,0,17,66,0,1,0,6,39,0,38,0,4,3,3,1,0,2,54,0,2,0,35,396,7,425,1,2,2,0,936,184,0,0,4,0,10,15,0,2,0,3,2,0,119,6,0,0,2,0,2,1629,0,206,0,0,0
36971009.0,8,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0
37340000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
39400004.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
39621005.0,11,13,1,0,0,0,0,4,1,0,13,0,1,42,0,0,0,1,356,0,10,0,0,2,0,0,1,0,0,151,247,1,0,0,1,0,0,0,0,1,0,26,0,0,0,0,0,3,1,1,0,0,0,0,0,0,195,0,0,1,1,111,6,0,0,0,0,0,0,92,20,2,0,0,123,24,220,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,114,1,195,0,0,0,0,702,250,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,85,0,0,0
40733004.0,903,549,1049,0,158,171,0,145,337,0,197,144,49,1621,144,145,0,191,1295,0,120,145,111,147,96,154,697,0,197,461,1065,225,20,111,412,157,0,0,18,151,2,148,0,0,1,636,7,1,96,96,146,30,2,0,249,0,3445,115,30,96,96,1634,144,0,9,0,0,0,144,342,9765,572,0,0,2531,198,1815,159,0,144,0,0,0,0,0,144,0,0,0,0,146,146,0,155,58,1,0,0,96,96,195,0,0,19,155,0,498,0,0,0,0,18,18,375,6,0,26,0,0,1,0,0,0,0,162,0,0,0,10,1,0,0,144,0,6,0,133,2353,3,2482,2,0,0,0,2574,1437,6,0,212,0,315,1,0,0,0,21,118,0,160,9,0,0,1,0,2,6244,0,572,18,0,0
91302008,59,310,1373,0,18,26,0,20,36,0,26,18,8,100,18,18,0,20,0,0,8,19,0,22,12,18,50,0,22,0,200,24,0,114,318,26,0,0,16,28,0,22,0,0,0,497,15,2,12,12,20,3,0,0,132,0,910,115,0,12,12,277,0,0,0,0,0,0,18,66,391,474,0,0,270,48,440,42,0,18,0,0,0,0,0,18,0,0,0,0,21,18,0,20,6,0,0,0,12,12,45,0,0,2,20,0,249,0,0,0,0,2,0,0,2,0,29,0,0,2,0,0,0,0,12,0,0,8,2,2,0,0,18,0,0,0,14,702,2,885,0,0,0,0,0,153,0,0,243,0,392,2,0,0,0,6,5,0,33,0,0,0,0,0,0,2744,0,20,0,0,0
161712005.0,31,32,2,0,0,4,0,2,8,0,2,0,2,169,0,0,0,4,0,0,16,12,0,4,0,0,5,0,6,0,0,0,10,2,6,4,0,0,0,6,0,2,0,0,0,8,0,2,0,0,0,0,1,0,2,0,0,2,0,0,0,36,0,0,0,0,0,0,0,0,97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,4,0,0,2,0,14,0,0,2,0,0,12,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,199,0,0,4,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,131,0,4,0,0,0
43116000.0,17,7,1,0,0,9,0,1,10,0,1,0,1,50,0,0,0,1,0,0,13,2,0,3,0,0,21,0,11,0,0,1,1,0,2,0,0,0,6,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,28,0,0,0,0,0,0,0,0,57,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,150,1,0,10,0,0,1,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,7,0,1,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,103,0,1,0,0,0
44054006.0,32,41,32,0,24,24,0,54,24,0,32,24,8,104,24,24,0,24,8,0,3,24,0,24,135,24,40,13,0,270,84,25,2,0,0,24,0,0,0,28,0,24,0,0,0,24,0,20,50,55,24,0,0,0,24,0,0,0,0,35,26,55,0,0,0,10,506,0,24,22,80,24,0,0,32,30,275,0,0,24,0,0,0,0,0,24,0,0,0,0,64,24,0,24,8,0,0,0,26,54,16,0,0,0,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,24,0,0,0,0,24,1,51,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3855,0,91,0,0,0
46635009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0
49049000.0,149,735,82,1,60,60,0,62,63,1,82,60,22,188,63,60,0,68,0,0,35,61,0,62,40,60,106,0,0,0,120,60,0,1,4,60,0,0,2,73,0,63,0,0,0,64,0,2,40,40,60,0,0,0,61,0,65,1,0,40,40,143,0,0,0,0,0,0,60,22,47,72,0,0,81,0,0,3,0,60,0,0,0,0,0,60,0,0,0,0,62,60,0,62,20,0,0,0,40,40,40,0,0,2,62,0,80,0,0,0,0,2,0,0,2,0,12,0,0,2,0,0,0,0,40,0,0,0,2,2,0,0,66,0,0,0,0,60,2,131,0,0,0,0,0,61,0,0,2,0,3,3,0,0,0,0,0,0,61,0,0,0,0,0,0,1116,0,62,0,0,0
49601007.0,367,766,870,0,6,20,0,46,18,0,88,6,92,1051,10,7,0,56,234,0,110,31,0,6,6,7,11,3,50,406,71,40,10,3,6,15,0,0,0,8,0,22,0,0,0,19,4,24,23,16,6,1,1,0,9,0,260,4,0,23,16,554,6,0,0,0,0,0,6,22,215,46,0,0,255,36,330,12,0,6,0,0,4,0,0,6,0,0,0,0,88,6,0,7,3,0,0,99,16,16,37,0,0,0,7,0,16,1,0,0,0,18,0,0,0,0,73,0,0,3,0,0,22,0,12,0,0,0,0,90,0,0,6,0,0,0,14,142,16,255,0,0,0,0,468,860,0,0,6,0,9,1,0,0,0,3,0,0,14,0,0,0,1,0,0,1296,0,108,0,0,0
50829006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
52448006.0,85,59,51,15,36,48,0,39,49,0,51,36,15,157,38,37,0,39,0,0,91,37,0,41,24,36,80,0,0,0,156,36,3,1,5,41,0,0,2,66,0,40,0,0,1,40,0,3,26,24,40,3,0,0,37,0,130,1,0,24,28,161,0,1,1,1,0,0,36,45,182,40,0,0,5952,24,220,6,0,36,1,0,1,0,0,36,0,0,1,0,40,36,0,39,12,0,0,0,24,24,24,0,0,4,39,0,51,1,0,0,0,6,0,0,3,0,13,0,0,3,0,1,1,0,24,0,2,9,4,3,0,1,36,0,1,0,336,36,3,279,0,1,0,0,0,36,0,0,2,0,3,13,0,10,0,0,10,0,36,12,0,0,6,0,1,993,0,39,0,0,0
52702003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53741008.0,46,21,3,0,0,0,0,3,5,0,18,0,18,183,4,0,0,15,0,0,6,2,0,0,0,0,0,0,1,27,60,26,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,2,5,1,0,0,0,0,0,0,65,0,0,5,1,182,0,0,0,0,0,0,0,22,55,0,0,0,123,6,55,3,0,0,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1,33,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,7,114,0,123,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,325,0,4,0,0,0
54150009.0,24,4,0,0,0,12,0,0,0,0,0,0,0,319,0,0,0,12,1170,0,0,0,74,0,0,0,0,0,0,410,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,280,137,0,0,0,0,0,0,0,8,0,0,0,246,12,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,228,0,182,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28,0,286,0,0,0
56317004.0,26,23,17,0,12,16,0,13,14,0,17,12,5,158,12,13,0,17,0,0,9,13,74,14,8,13,21,0,6,0,12,15,0,0,1,13,0,0,0,14,0,13,0,0,0,35,0,1,8,8,12,0,0,0,12,0,65,1,0,8,8,84,0,0,0,0,0,0,12,0,2,12,0,0,16,0,0,3,0,12,0,0,0,0,0,14,0,0,0,0,16,13,0,14,5,0,0,0,8,8,8,0,0,1,14,0,16,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,8,0,0,0,1,1,0,0,12,0,0,0,0,128,1,33,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,12,2,0,0,1,0,0,243,0,13,0,0,0
56925008.0,48,48,48,0,36,36,0,36,36,0,54,36,12,57,36,36,0,36,0,0,37,36,0,36,24,36,61,0,0,0,36,36,1,0,0,36,0,0,0,38,0,36,0,0,0,36,0,0,24,24,36,0,0,0,36,0,0,0,0,24,24,49,0,0,0,0,0,0,36,0,28,36,0,0,48,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,36,36,0,36,12,0,0,0,24,24,24,0,0,0,36,0,48,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,36,0,0,0,0,36,0,76,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,503,0,37,0,0,0
57182000.0,2,2,8,0,49,0,0,1,8,0,0,0,0,15,0,0,0,0,0,0,18,9,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,2,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0
57406009.0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0
