,disease,BioMistral/BioMistral-7B,EleutherAI/pile-t5-base,EleutherAI/pile-t5-large,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b-deduped,EleutherAI/pythia-70m-deduped,HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen1.5-72B,Qwen/Qwen1.5-72B-Chat,Qwen/Qwen1.5-7B,Qwen/Qwen1.5-7B-Chat,allenai/tulu-2-70b,allenai/tulu-2-7b,allenai/tulu-2-dpo-70b,allenai/tulu-2-dpo-7b,cohere,epfl-llm/meditron-70b,epfl-llm/meditron-7b,gpt-35-turbo-0613,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,state-spaces/mamba-1.4b,state-spaces/mamba-130m,state-spaces/mamba-2.8b,state-spaces/mamba-2.8b-slimpj,state-spaces/mamba-370m,state-spaces/mamba-790m
es,deafness,0.19999999999999998,0.39999999999999997,0.0,0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.0,0.6,0.0,0.6,-0.19999999999999998,0.0,0.6,0.19999999999999998,0.0,0.0,0.6,0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997
es,diabetes,0.19999999999999998,0.0,-0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.0,0.0,0.0,0.0,-0.19999999999999998,0.0,-0.19999999999999998,0.19999999999999998,0.0,-0.19999999999999998,0.6,0.0,0.0,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0
es,Hypertension,0.6,-0.19999999999999998,0.19999999999999998,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.0,0.19999999999999998,0.0,0.19999999999999998,-0.6,0.0,0.19999999999999998,0.39999999999999997,0.0,0.0,0.19999999999999998,0.19999999999999998,0.6,0.0,0.6,0.0,0.6,0.6,0.6,0.7999999999999999
es,liver failure,0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.0,0.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.0,-0.39999999999999997,-0.19999999999999998,0.6,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997
es,perforated ulcer,0.6,0.39999999999999997,-0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.6,0.6,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.6,0.39999999999999997,-0.6,0.19999999999999998,0.39999999999999997,-0.6,0.0,0.39999999999999997,0.39999999999999997,-0.6,-0.6,0.6,0.39999999999999997,0.6,0.39999999999999997,0.6,0.6,0.6,0.0
es,tinnitus,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,0.0,-0.39999999999999997,-0.39999999999999997,0.6,0.6,0.6,0.6,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.6,0.39999999999999997,-0.19999999999999998,-0.6,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997
es,visual anomalies,0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.6,0.0,0.0,0.0,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.6,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.7999999999999999,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997
es,acne,0.0,0.6,0.0,0.0,-0.19999999999999998,0.0,0.0,0.0,0.0,-0.19999999999999998,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.6,0.0,0.6,0.0,-0.39999999999999997,0.0,0.0,-0.39999999999999997,0.6,0.6,0.0,0.0,0.0,0.0,0.0,-0.19999999999999998,0.0,0.0,0.0,-0.19999999999999998
es,covid-19,0.0,0.3333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.0,0.3333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333334,0.3333333333333334,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.3333333333333334
es,crohn’s disease,-0.6,-0.19999999999999998,-0.19999999999999998,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,0.0,-0.6,-0.6,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.0,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.6,-0.6,-0.6,0.0,-0.6,-0.6,-0.6,-0.39999999999999997
es,dementia,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.6,-0.6,-0.6,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.7999999999999999,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.9999999999999999
es,Hepatitis B,0.9999999999999999,-0.19999999999999998,-0.19999999999999998,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.9999999999999999,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.39999999999999997
es,mental illness,0.6,0.39999999999999997,-0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.39999999999999997,0.6,0.19999999999999998,0.0,0.0,0.19999999999999998,0.39999999999999997,-0.6,0.39999999999999997,-0.6,0.0,0.39999999999999997,-0.6,0.0,0.39999999999999997,0.39999999999999997,-0.6,-0.6,0.6,0.39999999999999997,0.6,0.39999999999999997,0.6,0.6,0.6,0.0
es,suicide,0.6,-0.6,-0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.6,0.39999999999999997,-0.6,0.19999999999999998,-0.6,-0.6,0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.6,-0.6,0.6,0.39999999999999997,0.6,0.39999999999999997,0.6,0.6,0.6,0.0
es,Tuberculoses,-0.6,0.19999999999999998,-0.19999999999999998,-0.6,0.0,-0.6,-0.6,-0.6,-0.6,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.7999999999999999,0.0,-0.19999999999999998,0.0,-0.19999999999999998,0.6,0.0,-0.19999999999999998,-0.39999999999999997,0.0,0.0,-0.19999999999999998,-0.19999999999999998,-0.6,0.0,-0.6,0.0,-0.6,-0.6,-0.6,-0.7999999999999999
fr,arthritis,0.0,0.0,0.0,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.0,0.0,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,0.0,-0.6,0.0,0.0,0.6,0.39999999999999997,-0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0
fr,asthma,-0.19999999999999998,0.19999999999999998,0.6,-0.7999999999999999,0.0,-0.7999999999999999,-0.7999999999999999,-0.6,-0.7999999999999999,-0.7999999999999999,-0.19999999999999998,-0.19999999999999998,-0.6,-0.6,-0.6,-0.7999999999999999,0.0,-0.19999999999999998,0.0,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.6,0.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.7999999999999999,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.19999999999999998,-0.19999999999999998
fr,cardiovascular disease,0.0,0.0,0.0,-0.6,0.19999999999999998,-0.6,-0.6,-0.39999999999999997,-0.6,-0.6,0.0,0.0,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.39999999999999997,0.0,0.0,0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.0,0.0,0.0,0.0,-0.6,-0.7999999999999999,-0.6,-0.6,-0.7999999999999999,-0.19999999999999998
fr,chronic kidney disease,0.0,0.0,0.0,-0.3333333333333334,-0.6666666666666669,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,0.0,0.0,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,0.0,0.0,0.0,0.0,0.3333333333333334,0.0,0.0,0.0,-0.3333333333333334,-0.3333333333333334,0.0,0.0,0.0,0.0,-0.3333333333333334,-0.6666666666666669,-0.3333333333333334,-0.3333333333333334,-0.6666666666666669,-0.6666666666666669
fr,coronary artery disease,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.6,0.0,0.0,0.0,0.39999999999999997,-0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0
fr,deafness,-0.39999999999999997,0.0,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.0,0.0,0.0,0.0,-0.6,-0.19999999999999998,-0.6,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.6,0.0,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998
fr,diabetes,0.0,0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,-0.19999999999999998,-0.39999999999999997,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998
fr,Hypertension,-0.7999999999999999,0.0,-0.7999999999999999,-0.19999999999999998,0.7999999999999999,-0.19999999999999998,0.0,0.0,-0.19999999999999998,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,0.0,0.0,0.0,0.0,-0.19999999999999998,-0.7999999999999999,-0.19999999999999998,-0.6,-0.6,-0.7999999999999999,-0.7999999999999999,0.19999999999999998,0.0,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998
fr,liver failure,-0.39999999999999997,0.39999999999999997,0.0,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.6
fr,perforated ulcer,0.0,0.0,0.19999999999999998,0.19999999999999998,0.6,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.6,0.0,0.0,0.9999999999999999,0.39999999999999997,-0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0
fr,tinnitus,0.39999999999999997,-0.6,0.39999999999999997,0.6,0.0,0.6,0.0,0.39999999999999997,0.6,0.6,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.6,0.6,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.6,0.0,0.6,0.6,0.0,0.6
fr,visual anomalies,0.0,-0.19999999999999998,-0.19999999999999998,0.6,0.19999999999999998,0.6,0.6,0.39999999999999997,0.6,0.39999999999999997,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,0.0,0.0,-0.19999999999999998,-0.7999999999999999,-0.19999999999999998,0.0,0.0,0.0,0.0,0.6,0.39999999999999997,0.6,0.6,0.39999999999999997,0.6
fr,acne,0.19999999999999998,-0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.6,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.6,0.6,0.6,0.6,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997
fr,covid-19,0.0,-1.0,0.0,0.3333333333333334,0.0,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.0,0.0,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,-1.0,0.0,-1.0,0.0,-0.3333333333333334,0.0,0.0,0.3333333333333334,-1.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333334,0.0,0.3333333333333334,0.3333333333333334,0.0,0.0
fr,crohn’s disease,0.39999999999999997,0.7999999999999999,0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998
fr,dementia,-0.6,0.39999999999999997,-0.6,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.6,-0.6,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.6,-0.39999999999999997,-0.39999999999999997,0.0,-0.6,-0.6,0.0,0.19999999999999998,-0.39999999999999997,-0.6,-0.6,-0.6,-0.6,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997
fr,Hepatitis B,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.6,-0.39999999999999997,-0.6,-0.6,-0.6,-0.39999999999999997,-0.39999999999999997,0.0,0.0,-0.6,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0
fr,mental illness,0.0,-0.19999999999999998,0.0,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,-0.6,0.0,0.0,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998
fr,suicide,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.6,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,0.0,-0.6,0.0,0.0,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998
fr,Tuberculoses,0.7999999999999999,0.0,0.7999999999999999,0.19999999999999998,-0.6,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.7999999999999999,0.7999999999999999,0.0,0.0,0.0,0.0,0.19999999999999998,0.6,0.19999999999999998,0.6,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.0,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.6,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998
